Cluster,RA_ICRS,DE_ICRS,GLON,GLAT,plx,e_plx,pmRA*,pmDE,logt,e_logt,N,Ref
Platais_4        ,76.721,22.573,180.48,-10.778,0.283,0.022,1.142,-1.308,8.55,      ,81,MWSC
SAI_41           ,76.833,38.429,167.69,-1.29,0.522,0.039,1.042,-2.226,9.5,      ,33,MWSC
Skiff_J0507+30.8 ,76.79,30.842,173.762,-5.857,0.26,0.014,0.727,-0.734,9.21,0.022,40,MWSC
FSR_0809         ,77.073,27.533,176.595,-7.615,0.382,0.028,0.317,-2.241,9.2,      ,18,MWSC
NGC_1778         ,77.013,37.025,168.9,-2.017,0.579,0.031,0.453,-3.196,8.45,      ,65,MWSC
SAI_43           ,77.064,49.872,158.604,5.684,0.223,0.017,0.495,-0.73,8.905,      ,35,MWSC
King_17          ,77.093,39.085,167.286,-0.734,0.25,0.021,0.041,-1.437,7.85,      ,37,MWSC
FSR_0683         ,77.109,53.206,155.911,7.676,0.466,0.029,0.335,-1.916,9.2,      ,29,MWSC
FSR_0920         ,77.402,8.608,192.815,-18.059,0.495,0.031,0.95,-0.744,8.655,      ,44,MWSC
Teutsch_132      ,77.474,38.815,167.679,-0.658,0.411,0.035,0.695,-1.981,6.9,      ,38,MWSC
NGC_1802         ,77.567,24.195,179.597,-9.204,0.524,0.045,-0.184,-3.142,9.15,      ,10,MWSC
NGC_1807         ,77.78,16.555,186.116,-13.396,0.572,0.032,0.408,-0.979,8.25,      ,20,MWSC
FSR_0796         ,77.736,30.187,174.778,-5.586,0.363,0.036,0.572,-1.566,9.4,      ,26,MWSC
FSR_0716         ,77.78,45.714,162.254,3.613,0.27,0.023,-0.344,-1.681,8.805,0.031,92,MWSC
NGC_1798         ,77.934,47.697,160.707,4.864,0.207,0.017,0.804,-0.394,9.3,      ,89,MWSC
NGC_1817         ,78.107,16.669,186.198,-13.072,0.576,0.028,0.435,-0.932,8.9,      ,138,MWSC
ASCC_13          ,78.429,44.643,163.391,3.355,0.405,0.025,0.57,-1.096,7.71,      ,136,MWSC
FSR_0851         ,78.675,19.77,183.882,-10.887,0.399,0.019,1.034,-1.447,9.15,      ,26,MWSC
Dolidze_16       ,78.616,32.661,173.204,-3.53,0.423,0.027,0.211,-0.8,7.6,      ,19,MWSC
FSR_0670         ,78.858,58.213,152.327,11.355,0.287,0.022,0.842,-0.804,9.005,      ,34,MWSC
FSR_0707         ,78.998,47.63,161.18,5.409,0.444,0.027,1.557,-2.322,9.115,      ,25,MWSC
Patchick_3       ,79.098,45.609,162.878,4.3,0.21,0.017,0.149,-0.478,8.905,0.026,12,MWSC
BDSB_68          ,79.564,37.535,169.679,-0.074,0.371,0.024,0.743,-2.022,8.5,      ,19,MWSC
NGC_1901         ,79.566,-68.441,279.028,-33.601,0.062,0.122,1.837,0.214,8.85,      ,165,MWSC
Kronberger_18    ,79.674,37.623,169.657,0.047,0.626,0.042,0.451,-1.535,7.25,      ,76,MWSC
FSR_0857         ,79.645,19.154,184.922,-10.474,0.618,0.038,0.353,-0.834,8,      ,29,MWSC
SAI_46           ,79.927,36.497,170.696,-0.433,0.249,0.018,0.76,-1.616,9.2,      ,38,MWSC
NGC_1857         ,80.028,39.318,168.428,1.247,0.335,0.024,0.455,-1.384,8.67,0.053,86,MWSC
ASCC_14          ,80.039,35.203,171.808,-1.099,0.411,0.025,0.41,-1.429,8.53,      ,42,MWSC
Czernik_20       ,80.114,39.513,168.305,1.413,0.285,0.023,0.575,-1.519,9.19,0.048,85,MWSC
Berkeley_17      ,80.113,30.556,175.664,-3.699,0.315,0.02,2.551,-0.335,9.6,      ,90,MWSC
Berkeley_18      ,80.552,45.44,163.599,5.04,0.217,0.019,0.775,-0.1,9.63,      ,149,MWSC
Dolidze_17       ,80.635,7.151,195.869,-16.096,0.8,0.039,0.404,-2.117,9.18,0.023,29,MWSC
ASCC_15          ,80.622,36.571,170.953,0.067,0.554,0.048,0.617,-1.768,8.685,0.098,88,MWSC
NGC_1893         ,80.726,33.427,173.592,-1.643,0.335,0.026,-0.14,-1.427,6.55,      ,53,MWSC
Collinder_62     ,80.62,41.021,167.283,2.588,0.275,0.133,0.734,-0.037,8.905,0.037,15,MWSC
FSR_0861         ,80.807,18.75,185.88,-9.779,0.501,0.037,1.233,-1.354,9.025,      ,33,MWSC
Dolidze_19       ,80.926,8.206,195.085,-15.305,0.561,0.045,0.926,-0.654,8.59,0.074,19,MWSC
Dol-Dzim_2       ,80.984,11.492,192.222,-13.539,0.673,0.033,1.062,-2.507,9.025,0.071,45,MWSC
SAI_47           ,80.986,42.345,166.343,3.56,0.402,0.026,0.604,-1.475,9.2,      ,62,MWSC
Berkeley_19      ,81.004,29.572,176.915,-3.619,0.202,0.107,0.691,-0.258,9.5,      ,47,MWSC
SAI_48           ,81.056,33.478,173.706,-1.386,0.236,0.089,0.562,-1.315,8.95,      ,50,MWSC
FSR_0964         ,81.081,5.491,197.592,-16.562,0.519,0.029,0.864,-1.131,8.26,      ,34,MWSC
ASCC_16          ,81.121,1.676,201.081,-18.43,2.883,0.063,1.347,-0.084,7,      ,129,MWSC
Berkeley_69      ,81.095,32.613,174.44,-1.846,0.311,0.026,0.771,-1.945,9.01,0.011,88,MWSC
FSR_0868         ,81.235,18.301,186.486,-9.684,0.424,0.029,0.557,-1.19,8.9,      ,35,MWSC
ASCC_17          ,81.357,30.195,176.569,-3.017,0.529,0.035,0.983,-1.831,7.265,      ,57,MWSC
FSR_0913         ,81.387,11.641,192.306,-13.125,0.555,0.035,1.003,-1.98,8.9,      ,40,MWSC
FSR_0775         ,81.44,34.906,172.702,-0.322,0.469,0.033,0.543,-1.161,8.72,0.13,38,MWSC
NGC_1896         ,81.458,29.259,177.396,-3.467,0.326,0.026,0.966,-2.075,9.1,      ,24,MWSC
Berkeley_70      ,81.461,41.959,166.86,3.635,0.212,0.016,0.8,-1.839,9.35,      ,53,MWSC
NGC_1883         ,81.486,46.493,163.084,6.167,0.292,0.025,0.42,-1.146,8.545,      ,49,MWSC
Collinder_65     ,81.792,15.73,188.977,-10.621,0.275,0.024,0.588,-0.66,8.065,      ,291,MWSC
ASCC_18          ,81.605,0.943,202.003,-18.365,2.721,0.098,-0.388,0.892,7.15,      ,19,MWSC
SAI_49           ,81.553,50.786,159.491,8.56,0.162,0.064,0.536,-1.227,9.15,      ,15,MWSC
Czernik_21       ,81.686,36.002,171.905,0.457,0.275,0.024,2.184,-0.923,9.35,      ,60,MWSC
FSR_0777         ,81.889,34.726,173.057,-0.116,0.526,0.023,0.034,-1.808,7,      ,34,MWSC
ASCC_19          ,81.927,-1.982,204.881,-19.484,2.823,0.073,1.17,-1.092,7.5,      ,49,MWSC
Dolidze_20       ,81.978,33.793,173.874,-0.573,0.832,0.027,0.705,-2.704,7.4,      ,18,MWSC
FSR_0882         ,81.99,16.914,188.065,-9.827,0.494,0.029,0.303,-0.204,9.35,0.025,10,MWSC
Waterloo_2       ,82.023,40.376,168.414,3.108,0.247,0.18,0.667,-1.15,8.33,      ,43,MWSC
NGC_1907         ,82.02,35.331,172.613,0.309,0.626,0.035,-0.122,-3.414,8.6,      ,127,MWSC
Kronberger_1     ,82.08,34.778,173.101,0.044,0.489,0.027,0.011,-2.293,6.9,      ,36,MWSC
ASCC_20          ,82.024,1.729,201.497,-17.617,2.887,0.056,1.555,-0.255,7,      ,37,MWSC
NGC_1912         ,82.17,35.806,172.286,0.674,0.882,0.035,1.549,-4.429,8.35,      ,310,MWSC
ASCC_21          ,82.179,3.472,199.987,-16.625,2.912,0.059,1.403,-0.598,7.11,      ,131,Cantat-Gaudin et al. 2018
Teutsch_52       ,82.563,38.213,170.452,2.264,0.429,0.037,0.744,-1.996,8.8,      ,39,MWSC
NGC_1963         ,83.047,-36.391,240.987,-30.888,0.982,0.042,2.31,9.395,8.125,      ,10,MWSC
FSR_0884         ,83.039,17.155,188.401,-8.85,0.505,0.032,0.454,-1.164,9.315,0.024,17,MWSC
Berkeley_20      ,83.147,0.168,203.498,-17.388,0.369,0.123,0.517,-0.545,9.78,      ,17,MWSC
FSR_0761         ,83.341,39.832,169.423,3.654,0.392,0.031,0.268,-1.538,6.55,      ,42,MWSC
Dol-Dzim_3       ,83.403,26.457,180.688,-3.569,0.251,0.017,0.706,-1.461,8.915,      ,15,MWSC
FSR_0842         ,83.596,25.585,181.517,-3.894,0.691,0.052,0.661,-1.763,6.55,      ,42,MWSC
FSR_0886         ,83.722,17.257,188.663,-8.242,0.406,0.025,1.516,-1.21,9.11,      ,29,MWSC
Collinder_69     ,83.898,9.808,195.221,-11.963,2.499,0.067,1.166,-2.069,6.76,      ,78,MWSC
Dol-Dzim_4       ,83.957,25.961,181.375,-3.418,0.486,0.037,1.047,-2.128,8.455,0.083,49,MWSC
FSR_1027         ,84.086,-3.274,207.152,-18.179,0.455,0.031,0.817,-0.104,9.11,      ,55,MWSC
NGC_1960         ,84.093,34.144,174.54,1.087,0.855,0.031,-0.211,-3.402,7.565,0.078,114,MWSC
Morgan_8         ,84.081,-6.418,210.109,-19.613,2.626,0.053,0.98,0.615,7.2,      ,35,MWSC
FSR_0807         ,84.209,31.836,176.537,-0.073,0.555,0.042,0.523,-2.081,7,      ,26,MWSC
Koposov_36       ,84.199,31.218,177.054,-0.412,0.57,0.036,0.729,-3.701,8.445,0.021,55,MWSC
FSR_0815         ,84.417,31.321,177.067,-0.199,0.493,0.028,0.822,-2.111,8.655,0.021,31,MWSC
NGC_1996         ,84.557,25.721,181.868,-3.09,0.203,0.143,0.621,-1.488,8.515,      ,19,MWSC
FSR_0812         ,84.558,31.757,176.763,0.135,0.277,0.192,0.116,-1.518,7.3,      ,34,MWSC
Stock_10         ,84.739,37.811,171.717,3.489,0.506,0.025,0.499,-1.527,8.42,      ,216,MWSC
FSR_0816         ,84.802,31.539,177.058,0.195,0.426,0.042,0.71,-2.648,7.8,      ,27,MWSC
FSR_0817         ,84.848,30.914,177.608,-0.105,0.528,0.033,0.698,-2.758,9.05,      ,44,MWSC
Koposov_27       ,84.901,33.38,175.544,1.245,0.272,0.02,0.542,-1.151,8.755,0.052,29,MWSC
FSR_0930         ,85.039,11.445,194.368,-10.164,0.537,0.032,0.694,-0.07,8.645,      ,44,MWSC
Sh2_235          ,85.158,35.921,173.501,2.772,0.867,0.03,0.537,-3.112,6.62,      ,21,MWSC
Berkeley_71      ,85.234,32.281,176.624,0.899,0.3,0.028,0.634,-1.628,9.02,0.034,78,MWSC
FSR_0874         ,85.24,20.355,186.769,-5.392,0.603,0.028,0.126,-1.317,8.86,      ,17,MWSC
Teutsch_2        ,85.349,39.244,170.75,4.651,0.301,0.026,0.521,-1.357,8.95,      ,44,MWSC
BDSB_73          ,85.433,35.825,173.7,2.911,0.725,0.045,0.78,-3.389,8.875,      ,19,MWSC
FSR_0821         ,85.45,29.913,178.732,-0.196,0.167,0.18,0.634,-1.089,9.1,      ,11,MWSC
FSR_0823         ,85.63,29.543,179.129,-0.258,0.633,0.042,1.093,-2.306,8.805,0.112,32,MWSC
Teutsch_45       ,85.636,30.968,177.92,0.497,0.301,0.105,0.835,-2.314,7.1,      ,27,MWSC
FSR_0826         ,85.731,28.956,179.675,-0.492,0.437,0.028,0.298,-2.401,7.3,      ,51,MWSC
NGC_2026         ,85.742,20.162,187.181,-5.09,0.436,0.036,1.092,-1.632,8.62,      ,24,MWSC
Koposov_77       ,85.973,21.702,185.974,-4.105,0.264,0.12,0.673,-0.95,9.445,      ,44,MWSC
Teutsch_10       ,86.089,28.822,179.953,-0.295,0.284,0.108,0.827,-1.923,7.8,      ,41,MWSC
FSR_0850         ,86.255,24.741,183.512,-2.301,0.442,0.027,1.259,-2.505,7.3,      ,48,MWSC
NGC_2039         ,86.542,8.662,197.568,-10.284,0.4,0.027,0.806,-0.732,8.58,0.07,52,MWSC
IRAS_05439+3035  ,86.821,30.613,178.755,1.179,0.251,0.125,0.329,-2.142,7.2,      ,21,MWSC
FSR_1066         ,86.873,-6.855,211.824,-17.325,0.652,0.038,0.689,-0.314,9.025,      ,64,MWSC
Koposov_10       ,86.872,35.418,174.658,3.698,0.339,0.02,0.538,-1.806,8.775,      ,25,MWSC
FSR_0864         ,86.929,21.943,186.228,-3.221,0.286,0.017,0.717,-1.728,8.25,      ,58,MWSC
FSR_0978         ,87.036,5.364,200.739,-11.478,0.605,0.036,0.626,-1.179,7.95,      ,28,MWSC
Basel_4          ,87.233,30.201,179.291,1.271,0.3,0.021,0.721,-1.796,8.665,0.053,62,MWSC
Collinder_74     ,87.156,7.39,198.997,-10.383,0.39,0.027,0.937,-1.517,9.09,0.026,48,MWSC
FSR_0846         ,87.182,26.356,182.564,-0.749,0.56,0.038,0.156,-2.04,7.3,      ,41,MWSC
King_8           ,87.291,33.639,176.365,3.08,0.327,0.029,0.425,-1.658,9.005,0.01,46,MWSC
Czernik_23       ,87.53,28.912,180.53,0.83,0.302,0.02,-0.006,-1.862,8.48,      ,41,MWSC
BDSB_77          ,87.551,23.88,184.86,-1.735,0.664,0.038,0.515,-2.101,6.2,      ,26,MWSC
Berkeley_72      ,87.578,22.245,186.278,-2.55,0.133,0.132,0.559,-0.508,8.84,      ,28,MWSC
Berkeley_21      ,87.931,21.807,186.822,-2.492,0.14,0.116,0.484,-1.033,9.3,      ,49,MWSC
Dutra-Bica_83    ,88.025,27.429,182.028,0.447,0.686,0.063,0.539,-1.755,8.78,0.059,39,MWSC
S_242_Sh2_242    ,88.039,26.974,182.425,0.226,0.855,0.022,1.241,-1.964,6.4,      ,11,MWSC
Koposov_43       ,88.078,29.893,179.93,1.742,0.372,0.034,-0.01,-1.686,9.115,0.023,65,MWSC
NGC_2099         ,88.099,32.555,177.645,3.11,0.672,0.03,1.886,-5.627,8.55,      ,407,MWSC
FSR_0852         ,88.383,25.19,184.119,-0.415,0.358,0.022,0.336,-1.542,9,      ,66,MWSC
NGC_2112         ,88.428,0.366,205.908,-12.644,0.913,0.042,-2.696,4.269,9.315,      ,275,MWSC
Teutsch_51       ,88.45,26.833,182.733,0.47,0.408,0.039,0.513,-0.356,8.725,0.034,44,MWSC
Czernik_24       ,88.845,20.863,188.069,-2.235,0.268,0.021,0.488,-1.496,9.1,      ,77,MWSC
Basel_11B        ,89.552,21.949,187.458,-1.121,0.551,0.037,1.056,-4.127,8.98,0.015,45,MWSC
IRAS_05553+1631  ,89.56,16.529,192.166,-3.816,0.424,0.203,0.48,-1.364,8.55,      ,22,MWSC
Berkeley_22      ,89.64,7.769,199.879,-8.049,0.202,0.016,0.789,-0.286,9.5,      ,30,MWSC
Koposov_12       ,90.244,35.277,176.164,6.008,0.405,0.026,0.651,-1.754,8.91,      ,77,MWSC
NGC_2129         ,90.266,23.337,186.583,0.141,0.505,0.029,0.176,-2.195,7.48,      ,43,MWSC
FSR_1078         ,90.309,-6.076,212.676,-13.92,0.491,0.034,0.465,1.273,9.235,      ,46,MWSC
NGC_2126         ,90.65,49.885,163.225,13.146,0.761,0.03,0.801,-2.564,9.45,      ,65,MWSC
FSR_1131         ,90.639,-12.034,218.38,-16.219,0.323,0.023,0.282,1.114,9.3,      ,22,MWSC
NGC_2141         ,90.731,10.457,198.037,-5.804,0.236,0.019,-0.085,-0.739,9.245,      ,151,MWSC
NGC_2143         ,90.754,5.715,202.235,-8.066,0.614,0.034,0.78,-3.481,9.09,0.028,20,MWSC
FSR_0839         ,91.022,30.282,180.862,4.144,0.298,0.022,0.547,-1.483,8.86,      ,51,MWSC
FSR_0894         ,91.036,20.274,189.6,-0.748,0.459,0.036,0.788,-1.833,7.2,      ,50,MWSC
FSR_1205         ,91.073,-20.152,226.346,-19.133,0.495,0.027,0.731,2.132,9.1,      ,36,MWSC
FSR_0883         ,91.086,22.025,188.096,0.153,0.326,0.022,0.773,-1.481,8.735,0.046,41,MWSC
FSR_0932         ,91.089,14.581,194.592,-3.492,0.458,0.035,-0.236,-0.716,9.1,      ,31,MWSC
ESO_425-06       ,91.247,-29.194,235.419,-22.26,0.984,0.023,0.136,1.995,9.4,      ,12,MWSC
IC_2157          ,91.193,24.092,186.344,1.251,0.475,0.026,0.986,-2.983,7.9,      ,25,MWSC
FSR_0925         ,91.227,16.095,193.333,-2.636,0.262,0.16,0.236,-1.027,8.2,      ,69,MWSC
FSR_0833         ,91.344,30.798,180.545,4.638,0.35,0.029,0.093,-1.4,9.1,0.029,55,MWSC
FSR_0921         ,91.306,16.695,192.846,-2.278,0.463,0.022,0.019,-1.492,8.75,      ,37,MWSC
FSR_0933         ,91.369,14.592,194.715,-3.25,0.605,0.044,0.074,-1.159,8.465,0.028,52,MWSC
FSR_0942         ,91.5,13.679,195.575,-3.583,0.318,0.023,-0.352,0.048,9,      ,55,MWSC
FSR_0900         ,91.61,19.269,190.74,-0.769,0.497,0.028,0.594,-2.873,6.61,      ,20,MWSC
FSR_0904         ,91.745,19.017,191.022,-0.78,0.491,0.035,-0.471,-1.129,7.8,      ,51,MWSC
IRAS_06046-0603  ,91.815,-5.975,213.27,-12.535,0.824,0.047,-0.839,-0.13,8.53,      ,16,MWSC
NGC_2158         ,91.865,24.097,186.638,1.789,0.249,0.021,-0.198,-1.981,9.33,      ,221,MWSC
FSR_0903         ,91.879,19.136,190.98,-0.612,0.431,0.031,-0.04,-1.121,8.81,0.028,31,MWSC
FSR_0844         ,91.917,29.649,181.794,4.516,0.572,0.033,0.514,-1.881,8.6,      ,26,MWSC
FSR_0906         ,91.926,18.809,191.288,-0.732,0.558,0.043,0.244,-0.889,8.955,0.047,39,MWSC
NGC_2169         ,92.156,14.045,195.564,-2.848,0.431,0.242,-0.043,0.039,6.89,      ,10,MWSC
FSR_1132         ,92.132,-11.517,218.539,-14.676,0.218,0.019,0.192,0.741,8.85,      ,10,MWSC
Kharchenko_1     ,92.196,24.301,186.606,2.152,0.389,0.022,0.817,-2.336,8.35,      ,19,MWSC
FSR_1110         ,92.257,-8.968,216.225,-13.464,0.382,0.022,0.464,0.032,8.65,      ,19,MWSC
Koposov_53       ,92.22,26.269,184.892,3.122,0.276,0.023,0.314,-0.67,8.055,      ,41,MWSC
NGC_2168         ,92.294,24.346,186.61,2.253,1.156,0.04,2.268,-2.909,8.255,0.015,464,MWSC
FSR_0858         ,92.302,25.684,185.44,2.904,0.408,0.027,0.142,-1.639,9.005,0.057,76,MWSC
Dias_2           ,92.29,4.587,203.969,-7.254,0.399,0.027,0.154,-0.154,9.27,0.02,85,MWSC
DC_8             ,92.34,31.193,180.609,5.577,0.506,0.019,0.578,-1.446,8.605,0.111,33,MWSC
NGC_2180         ,92.435,4.81,203.84,-7.021,0.431,0.035,0.451,-0.422,9.355,      ,42,MWSC
FSR_0960         ,92.439,12.391,197.148,-3.404,0.454,0.03,0.388,-0.649,8.52,0.063,58,MWSC
FSR_1105         ,92.493,-7.992,215.429,-12.826,0.648,0.04,0.311,0.09,8.63,      ,41,MWSC
FSR_1094         ,92.457,-6.335,213.892,-12.124,0.516,0.037,-0.241,0.104,8.85,      ,16,MWSC
Koposov_63       ,92.496,24.563,186.509,2.518,0.233,0.097,0.471,-0.533,9.22,0.016,36,MWSC
FSR_0952         ,92.598,13.047,196.646,-2.953,0.455,0.032,0.168,-1.25,9.105,0.025,122,MWSC
FSR_0924         ,92.583,16.845,193.309,-1.136,0.507,0.04,0.238,-0.227,8.87,      ,34,MWSC
FSR_0923         ,92.64,16.959,193.236,-1.033,0.603,0.035,0.335,-0.285,8.725,      ,62,MWSC
NGC_2183         ,92.686,-6.241,213.909,-11.879,1.206,0.058,-3.586,0.423,7.15,      ,74,Cantat-Gaudin et al. 2018
Pismis_27        ,92.726,20.612,190.074,0.8,0.537,0.026,-0.318,-1.94,8.25,0.203,24,MWSC
FSR_0939         ,92.73,14.44,195.486,-2.171,0.426,0.032,0.216,-1.486,8.71,      ,151,MWSC
NGC_2184         ,92.837,-3.415,211.406,-10.473,1.292,0.031,-0.477,-0.345,8.6,      ,44,MWSC
FSR_0968         ,92.843,11.861,197.804,-3.312,0.38,0.023,-0.423,-1.148,8.52,0.045,40,MWSC
FSR_0985         ,92.916,7.058,202.074,-5.537,0.483,0.025,0.57,-1.871,8.5,      ,27,MWSC
NGC_2186         ,93.029,5.455,203.548,-6.195,0.433,0.028,0.373,-2.129,8.2,      ,31,MWSC
NGC_2189         ,93.024,1.061,207.46,-8.254,0.522,0.033,0.507,-0.981,9.175,0.078,51,MWSC
FSR_1000         ,93.07,5.198,203.796,-6.28,0.48,0.029,0.695,-1.217,8.79,0.057,42,MWSC
FSR_0956         ,93.113,13.013,196.917,-2.529,0.467,0.03,0.428,-0.695,8.1,      ,76,MWSC
Czernik_25       ,93.433,6.943,202.42,-5.139,0.453,0.03,-0.231,0.178,8.52,0.044,71,MWSC
FSR_0931         ,93.262,15.923,194.431,-1.008,0.545,0.037,-0.218,-1.364,7.4,      ,49,MWSC
FSR_0937         ,93.432,14.992,195.327,-1.31,0.221,0.019,0.335,-0.216,8.98,0.03,44,MWSC
FSR_0893         ,93.424,21.603,189.518,1.847,0.43,0.027,-0.301,-3.194,8.725,      ,53,MWSC
NGC_2194         ,93.432,12.811,197.244,-2.352,0.288,0.022,0.484,-1.449,8.8,0.02,169,MWSC
Kronberger_12    ,93.55,22.468,188.813,2.363,0.445,0.032,0.4,-1.792,8.87,0.084,41,MWSC
ASCC_22          ,93.629,0.677,208.087,-7.895,1.261,0.043,-3.015,-4.343,8.455,      ,24,MWSC
IRAS_06117+1901  ,93.682,19.014,191.908,0.823,0.781,0.044,0.248,-3.856,8.05,      ,22,MWSC
Skiff_J0614+12.9 ,93.694,12.861,197.321,-2.104,0.275,0.02,0.862,-1.948,8.45,      ,25,MWSC
BDSB_82          ,93.744,12.344,197.8,-2.307,0.435,0.034,0.03,-0.826,7.915,0.151,27,MWSC
NGC_2192         ,93.807,39.848,173.416,10.642,0.302,0.02,0.203,-1.946,9.25,0.044,76,MWSC
NGC_2204         ,93.878,-18.667,226.012,-16.116,0.218,0.014,-0.579,1.964,9.29,0.018,114,MWSC
FSR_0909         ,93.928,19.008,192.025,1.024,0.54,0.036,0.414,-1.925,8.445,      ,68,MWSC
BDSB_81          ,93.962,14.287,196.191,-1.196,0.477,0.032,-0.015,-1.49,8.115,      ,38,MWSC
FSR_0811         ,94.119,36.373,176.679,9.296,0.326,0.022,0.748,-1.931,8.8,      ,32,MWSC
FSR_1056         ,94.496,-1.694,210.616,-8.214,0.257,0.112,-0.04,0.353,9.045,      ,33,MWSC
Koposov_62       ,94.54,24.719,187.256,4.227,0.204,0.161,0.302,-0.651,9.415,0.026,10,MWSC
FSR_0902         ,94.569,20.54,190.962,2.282,0.523,0.023,0.37,-2.586,7.145,      ,35,MWSC
FSR_0953         ,94.752,14.149,196.676,-0.587,0.366,0.027,-0.126,-2.873,8.75,0.082,23,MWSC
FSR_0988         ,94.743,7.321,202.699,-3.815,0.308,0.022,0.041,-0.313,8.92,      ,52,MWSC
Skiff_J0619+18.5 ,94.833,18.53,192.852,1.552,0.629,0.03,-0.507,-1.375,7.9,      ,16,MWSC
Collinder_89     ,94.782,23.312,188.606,3.761,0.515,0.026,0.329,-1.443,7.825,      ,65,MWSC
ASCC_23          ,95.069,46.703,167.485,14.426,1.62,0.037,1.163,-0.676,8.485,      ,39,MWSC
FSR_1107         ,95.11,-6.998,215.691,-10.059,0.494,0.035,0.11,0.216,8.65,      ,55,MWSC
NGC_2215         ,95.194,-7.281,215.986,-10.11,1.033,0.032,0.407,-3.745,8.55,      ,60,MWSC
Collinder_91     ,95.464,2.386,207.415,-5.479,0.57,0.035,0.244,-0.704,8.64,0.036,172,MWSC
FSR_0941         ,95.458,15.742,195.593,0.765,0.246,0.128,0.522,-0.294,8.665,0.04,72,MWSC
Berkeley_73      ,95.526,-6.337,215.278,-9.395,0.159,0.066,-0.008,0.984,9.15,      ,19,MWSC
FSR_0888         ,95.558,23.428,188.837,4.445,0.775,0.039,0.908,-3.972,7.6,      ,10,MWSC
FSR_0951         ,95.536,14.679,196.567,0.332,0.557,0.028,0.218,0.076,8.7,      ,39,MWSC
Collinder_92     ,95.741,5.094,205.137,-3.978,0.201,0.016,0.104,0.045,9.145,0.052,128,MWSC
Dolidze_22       ,95.815,4.614,205.597,-4.135,0.368,0.109,0.933,-2.289,8.37,      ,13,MWSC
NGC_2219         ,95.941,-4.681,213.968,-8.283,0.379,0.026,-0.114,0.335,8.75,      ,50,MWSC
FSR_0962         ,95.982,14.105,197.276,0.445,0.335,0.027,-0.095,-1.14,8.935,0.04,77,MWSC
FSR_0955         ,95.948,14.525,196.89,0.612,0.522,0.03,-0.224,-1.38,7.4,      ,44,MWSC
FSR_0927         ,96.076,18.039,193.84,2.364,0.359,0.023,-0.113,-1.014,8.65,0.041,30,MWSC
FSR_1136         ,96.186,-10.266,219.149,-10.547,0.589,0.031,0.217,-1.406,8.2,      ,18,MWSC
BDSB_91          ,96.324,-10.527,219.448,-10.538,1.086,0.058,-3.185,1.191,6.65,      ,22,MWSC
FSR_0957         ,96.355,14.568,197.036,0.98,0.48,0.032,0.181,-1.474,8.735,0.035,97,MWSC
Teutsch_11       ,96.345,13.852,197.664,0.638,0.286,0.026,0.101,-0.679,8.8,      ,62,MWSC
Bochum_1         ,96.344,19.791,192.405,3.404,0.3,0.026,-0.183,-0.627,6.6,      ,29,MWSC
FSR_0929         ,96.407,17.705,194.282,2.487,0.473,0.037,0.227,-1.298,8.495,      ,81,MWSC
FSR_0948         ,96.488,15.868,195.945,1.7,0.245,0.019,-0.187,-0.032,8.78,0.035,24,MWSC
NGC_2225         ,96.648,-9.646,218.786,-9.865,0.31,0.022,-0.239,0.498,9.165,      ,47,MWSC
NGC_2232         ,96.962,-4.723,214.468,-7.393,3.142,0.052,-4.742,-1.71,7.7,      ,21,MWSC
FSR_1033         ,97.1,2.926,207.692,-3.779,0.644,0.03,0.2,-0.648,8.515,      ,76,MWSC
FSR_0936         ,97.151,16.929,195.3,2.756,0.236,0.024,0.018,-0.888,8.955,0.045,44,MWSC
FSR_0967         ,97.315,14.261,197.74,1.661,0.405,0.025,0.062,-0.908,8.625,0.075,45,MWSC
NGC_2234         ,97.347,16.76,195.538,2.845,0.45,0.034,0.073,-0.542,8.08,0.044,45,MWSC
Alessi_53        ,97.333,9.157,202.27,-0.69,0.425,0.026,0.016,-0.82,7,      ,32,MWSC
NGC_2243         ,97.391,-31.281,239.476,-18.014,0.227,0.015,-1.264,5.498,9.135,      ,92,MWSC
NGC_2236         ,97.411,6.823,204.375,-1.704,0.355,0.024,-0.78,0.012,8.75,      ,132,MWSC
FSR_1031         ,97.576,3.394,207.495,-3.142,0.202,0.167,0.039,-0.065,8.635,0.056,38,MWSC
Collinder_96     ,97.634,2.865,207.992,-3.334,0.505,0.02,-0.051,-1.299,7.8,      ,21,MWSC
Alessi_14        ,97.63,9.764,201.869,-0.149,0.361,0.021,0.299,-0.813,8.6,      ,21,MWSC
Czernik_26       ,97.746,-4.215,214.367,-6.467,0.171,0.069,0.027,0.424,9,      ,26,MWSC
Collinder_95     ,97.779,9.892,201.823,0.04,1.523,0.071,-2.239,-5.099,7.3,      ,144,Cantat-Gaudin et al. 2018
FSR_0979         ,97.819,11.08,200.788,0.625,0.326,0.019,0.205,-2.46,8.7,      ,31,MWSC
Collinder_97     ,97.923,5.999,205.341,-1.634,0.412,0.036,0.004,-1.48,8.4,      ,47,MWSC
Juchert_18       ,97.846,6.808,204.588,-1.328,0.395,0.03,-0.014,-0.472,9.02,0.04,42,MWSC
FSR_0977         ,97.95,11.875,200.142,1.105,0.47,0.029,0.672,-1.577,8.68,0.071,30,MWSC
NGC_2244         ,98.081,4.915,206.376,-1.994,0.655,0.034,-1.623,0.216,6.7,      ,623,Cantat-Gaudin et al. 2018
