Seq,Cluster,RA_ICRS,e_RA_ICRS,DE_ICRS,e_DE_ICRS,GLON,GLAT,plx,e_plx,u_plx,pmRA*,e_pmRA*,pmDE,e_pmDE,logt,e_logt,RV,s_RV,e_RV,o_RV,N,Ref,SimbadName
134,Teutsch_55       ,37.374,0.133,62.069,0.038,134.142,1.35,0.399,0.021,1,-0.604,0.162,-0.124,0.169,8.735,      ,-58.23,      ,0.08,1,75,MWSC                     ,Teutsch 55               
135,FSR_0568         ,37.272,0.251,72.171,0.084,130.332,10.717,0.294,0.023,1,-0.306,0.217,0.551,0.275,9,0.029,-74.91,      ,0.07,1,65,MWSC                     ,[FSR2007] 0568           
136,Stock_7          ,37.411,0.114,60.651,0.068,134.683,0.04,1.466,0.041,1,-3.464,0.124,0.479,0.135,7.8,      ,       ,      ,     ,  ,20,MWSC                     ,Stock 7                  
137,FSR_0620         ,37.672,0.146,51.796,0.084,138.131,-8.123,0.376,0.024,1,-0.217,0.188,-1.195,0.1,8.84,0.113,-27.4,2.39,0.3,2,63,MWSC                     ,[FSR2007] 0620           
138,FSR_0569         ,37.784,0.217,72.504,0.051,130.35,11.084,0.473,0.025,1,-1.118,0.266,0.746,0.314,8.375,      ,-72.17,6.83,1.23,4,31,MWSC                     ,[FSR2007] 0569           
139,NGC_956          ,37.999,0.079,44.573,0.073,141.165,-14.709,0.409,0.027,1,-0.118,0.181,-1.186,0.26,9.1,      ,-62.06,      ,0.15,1,39,MWSC                     ,NGC 956                  
140,IC_1805          ,38.226,0.237,61.477,0.125,134.738,0.953,0.442,0.024,1,-0.844,0.038,-0.41,0.047,7.25,      ,       ,      ,     ,  ,93,MWSC                     ,IC 1805                  
141,Czernik_8        ,38.254,0.086,58.764,0.04,135.786,-1.549,0.391,0.025,1,0.212,0.116,-0.823,0.118,8.175,      ,       ,      ,     ,  ,52,MWSC                     ,Czernik 8                
142,NGC_957          ,38.392,0.227,57.563,0.105,136.313,-2.631,0.412,0.025,1,-0.307,0.016,-1.081,0.022,7.25,      ,       ,      ,     ,  ,126,MWSC                     ,NGC 957                  
143,Czernik_9        ,38.402,0.059,59.866,0.033,135.434,-0.503,0.363,0.019,1,-0.976,0.105,-0.043,0.109,8.75,      ,-58.73,7.39,1.18,3,39,MWSC                     ,Czernik 9                
144,Czernik_10       ,38.507,0.081,60.183,0.036,135.36,-0.189,0.34,0.024,1,-1.167,0.06,0.287,0.12,8.502,0.051,-70.24,0.42,0.08,3,29,MWSC                     ,Czernik 10               
145,SAI_21           ,38.71,0.095,62.585,0.039,134.521,2.063,0.514,0.036,1,-0.594,0.237,0.076,0.279,8.95,      ,       ,      ,     ,  ,57,MWSC                     ,SAI 21                   
146,King_4           ,39.034,0.087,59.033,0.062,136.053,-1.146,0.41,0.027,1,-0.614,0.023,-0.224,0.036,8.205,0.02,-44.33,      ,0.17,1,65,MWSC                     ,King 4                   
147,Trumpler_2       ,39.331,0.336,55.921,0.167,137.431,-3.941,1.473,0.048,1,1.536,0.032,-5.404,0.032,7.925,      ,-1.33,      ,0.51,1,80,MWSC                     ,Trumpler 2               
148,Berkeley_65      ,39.775,0.083,60.409,0.031,135.849,0.265,0.458,0.032,1,-0.664,0.034,-0.439,0.028,7.2,      ,       ,      ,     ,  ,51,MWSC                     ,Berkeley 65              
149,Czernik_12       ,39.863,0.063,54.913,0.036,138.114,-4.743,0.497,0.028,1,-0.302,0.022,0.846,0.024,9.1,      ,-18.55,0.18,0.14,4,28,MWSC                     ,Czernik 12               
150,NGC_1039         ,40.546,0.354,42.724,0.233,143.692,-15.638,2.005,0.046,1,0.649,0.021,-5.789,0.02,8.383,0.077,-8.59,0.26,0.18,15,183,MWSC                     ,NGC 1039                 
151,FSR_0614         ,40.633,0.099,56.722,0.067,137.765,-2.916,0.5,0.031,1,-0.193,0.172,-1.2,0.177,6.75,      ,       ,      ,     ,  ,34,MWSC                     ,[FSR2007] 0614           
152,NGC_1027         ,40.676,0.194,61.609,0.096,135.756,1.54,0.892,0.032,1,-1.762,0.022,2.024,0.037,8.55,      ,       ,      ,     ,  ,92,MWSC                     ,NGC 1027                 
153,Czernik_13       ,41.112,0.077,62.332,0.034,135.64,2.282,0.318,0.022,1,0.441,0.041,-0.244,0.034,6.855,      ,       ,      ,     ,  ,56,MWSC                     ,Czernik 13               
154,ASCC_9           ,41.754,0.167,57.747,0.09,137.882,-1.73,0.403,0.026,1,0.106,0.027,-1.103,0.031,7,      ,       ,      ,     ,  ,106,MWSC                     ,[KPR2005] 9              
155,Teutsch_162      ,41.948,0.118,61.966,0.032,136.149,2.118,0.371,0.025,1,-0.331,0.186,0.084,0.092,7,      ,       ,      ,     ,  ,23,MWSC                     ,Teutsch 162              
156,IC_1848          ,42.754,0.206,60.432,0.106,137.171,0.909,0.45,0.023,1,-0.401,0.037,-0.413,0.038,6.85,      ,       ,      ,     ,  ,99,MWSC                     ,IC 1848                  
157,IRAS_02497+6217  ,43.669,0.29,62.531,0.109,136.616,2.98,0.411,0.031,1,-0.117,0.18,-0.2,0.185,6.8,      ,       ,      ,     ,  ,24,MWSC                     ,IRAS 02497+6217          
158,FSR_0581         ,44.144,0,68.849,0,133.858,8.675,0.709,0.024,1,-1.302,0.588,0.307,0.623,8.4,      ,       ,      ,     ,  ,14,MWSC                     ,[FSR2007] 0581           
159,IRAS_02541+6208  ,44.786,0.337,62.276,0.152,137.194,2.995,0.268,0.02,1,-0.067,0.055,0.102,0.055,6.65,      ,-49.27,1.15,0.1,3,123,MWSC                     ,IRAS 02541+6208          
160,SAI_24           ,44.86,0.113,60.557,0.022,138.036,1.495,0.468,0.024,1,-0.253,0.095,-0.009,0.079,7.2,      ,29.96,      ,2.51,1,47,MWSC                     ,SAI 24                   
161,SAI_25           ,45.101,0.092,57.277,0.04,139.698,-1.335,0.401,0.034,1,0.045,0.091,-0.638,0.123,9.185,0.029,       ,      ,     ,  ,37,MWSC                     ,SAI 25                   
162,Berkeley_66      ,46.034,0.083,58.729,0.04,139.433,0.176,0.2,0.11,0,-0.146,0.031,-0.083,0.043,9.15,      ,       ,      ,     ,  ,49,MWSC                     ,Berkeley 66              
163,NGC_1193         ,46.478,0.048,44.379,0.035,146.811,-12.169,0.296,0.021,1,-0.054,0.095,-0.502,0.186,9.3,      ,-83.24,      ,0.1,1,24,MWSC                     ,NGC 1193                 
164,FSR_0612         ,47.584,0.091,64.262,0.045,137.317,5.342,0.247,0.024,1,-0.247,0.293,0.164,0.242,9.092,0.037,       ,      ,     ,  ,21,MWSC                     ,[FSR2007] 0612           
165,NGC_1220         ,47.923,0.04,53.352,0.029,143.036,-3.955,0.331,0.025,1,0.236,0.058,-0.774,0.044,8.2,      ,       ,      ,     ,  ,20,MWSC                     ,NGC 1220                 
166,Trumpler_3       ,48.025,0.417,63.198,0.164,138.032,4.528,1.476,0.039,1,-3.377,0.029,-0.135,0.021,8.005,      ,-13.33,1.67,0.87,4,98,MWSC                     ,Trumpler 3               
167,NGC_1245         ,48.678,0.148,47.236,0.093,146.649,-8.93,0.302,0.022,1,0.471,0.006,-1.653,0.006,9.025,0.011,-28.53,0.15,0.03,6,196,MWSC                     ,NGC 1245                 
168,King_5           ,48.683,0.107,52.696,0.064,143.768,-4.28,0.413,0.028,1,-0.296,0.017,-1.257,0.019,9.09,0.02,-41.52,0.18,0.05,9,132,MWSC                     ,King 5                   
169,Stock_23         ,48.975,1.049,60.48,0.623,139.831,2.442,1.636,0.036,1,-4.308,0.03,-0.969,0.028,8.3,      ,-16.64,0.47,0.33,8,89,Cantat-Gaudin et al. 2018,Stock 23                 
170,Czernik_14       ,49.253,0.063,58.604,0.017,140.939,0.918,0.303,0.021,1,-0.529,0.054,-0.421,0.042,8.584,0.035,-56.11,      ,0.1,1,37,MWSC                     ,Czernik 14               
338,B_35             ,85.896,0.256,9.125,0.285,196.837,-10.606,0.307,0.03,1,0.607,0.076,-0.366,0.09,8.92,      ,       ,      ,     ,  ,76,MWSC                     ,                         
171,FSR_0628         ,50.784,0.095,60.557,0.044,140.542,2.981,0.244,0.141,0,-0.099,0.086,0.076,0.103,9.25,      ,       ,      ,     ,  ,43,MWSC                     ,[FSR2007] 0628           
172,Melotte_20       ,51.861,2.091,48.873,1.692,147.543,-6.377,5.741,0.046,1,22.828,0.085,-25.607,0.071,7.7,      ,0.43,0.16,0.06,58,228,MWSC                     ,Melotte 20               
173,ASCC_10          ,51.71,0.212,34.993,0.216,155.604,-17.837,1.53,0.05,1,-1.811,0.061,-1.444,0.051,8.717,0.03,-13.36,      ,0.66,1,43,MWSC                     ,[KPR2005] 10             
174,King_6           ,51.988,0.18,56.451,0.104,143.343,-0.087,1.376,0.04,1,3.866,0.024,-1.895,0.024,8.975,      ,-22.09,      ,0.33,1,110,MWSC                     ,King 6                   
175,Alessi_13        ,51.816,1.358,-35.641,2.038,237.256,-55.841,9.584,0.05,1,36.241,0.149,-4.489,0.14,8.72,      ,19.74,0.56,0.25,3,48,Cantat-Gaudin et al. 2018,Cl Alessi 13             
176,NGC_1333         ,52.283,0.166,31.341,0.058,158.312,-20.487,3.384,0.088,1,7.086,0.15,-9.947,0.103,6.8,      ,       ,      ,     ,  ,50,Cantat-Gaudin et al. 2018,NGC 1333                 
177,Czernik_16       ,52.77,0.067,52.604,0.048,145.898,-3,0.372,0.025,1,0.843,0.031,-2.2,0.026,7.3,      ,       ,      ,     ,  ,47,MWSC                     ,Czernik 16               
178,NGC_1342         ,52.999,0.15,37.344,0.113,155.032,-15.326,1.53,0.046,1,0.423,0.023,-1.622,0.022,8.6,      ,-7.65,1.52,0.15,3,101,MWSC                     ,NGC 1342                 
179,ASCC_11          ,53.068,0.21,44.857,0.132,150.552,-9.218,1.171,0.042,1,0.912,0.023,-3.059,0.021,8.345,      ,-13.87,      ,0.02,1,96,MWSC                     ,[KPR2005] 11             
180,FSR_0632         ,53.26,0.125,59.217,0.081,142.324,2.572,0.525,0.038,1,0.753,0.272,-0.457,0.203,8.35,      ,       ,      ,     ,  ,37,MWSC                     ,[FSR2007] 0632           
181,Berkeley_9       ,53.175,0.066,52.647,0.047,146.075,-2.823,0.566,0.042,1,1.48,0.027,-0.017,0.022,9.3,0.041,-16.8,      ,0.06,1,70,MWSC                     ,Berkeley 9               
182,NGC_1348         ,53.537,0.059,51.406,0.031,146.976,-3.706,0.454,0.025,1,1.169,0.053,-0.835,0.071,8.45,      ,       ,      ,     ,  ,37,MWSC                     ,NGC 1348                 
183,Berkeley_10      ,54.881,0.182,66.489,0.066,138.613,8.881,0.389,0.024,1,-1.467,0.023,0.998,0.029,8.81,0.025,-36.21,0.14,0.09,3,84,MWSC                     ,Berkeley 10              
184,IC_348           ,56.12,0.116,32.155,0.09,160.481,-17.821,3.144,0.058,1,4.651,0.089,-6.378,0.087,6.78,      ,14.86,4.13,0.73,4,32,MWSC                     ,IC 348                   
185,Juchert_11       ,56.843,0.048,53.897,0.031,147.087,-0.512,0.306,0.151,0,1.508,0.06,-0.396,0.043,8.9,      ,       ,      ,     ,  ,16,MWSC                     ,Juchert 11               
186,Melotte_22       ,54.912,0,23.388,0,165.726,-25.186,0.629,0.058,1,3.432,3.046,-5.021,4.709,8.15,      ,       ,      ,     ,  ,30,MWSC                     ,Melotte 22               
187,Tombaugh_5       ,56.995,0.196,59.067,0.1,143.95,3.6,0.577,0.031,1,0.452,0.01,-2.438,0.016,8.846,0.014,-22.05,      ,0.07,1,215,MWSC                     ,Tombaugh 5               
188,NGC_1444         ,57.338,0.054,52.647,0.021,148.096,-1.307,0.95,0.044,1,-0.608,0.156,-1.718,0.197,6.85,      ,       ,      ,     ,  ,24,MWSC                     ,NGC 1444                 
189,Juchert_9        ,58.834,0.053,58.394,0.026,145.117,3.68,0.241,0.02,1,-0.306,0.017,-0.098,0.019,6.7,      ,-34.63,      ,0.08,1,39,MWSC                     ,Juchert 9                
190,King_7           ,59.766,0.101,51.8,0.074,149.782,-1.013,0.341,0.023,1,1.119,0.021,-1.16,0.017,8.85,0.014,-8.99,0.17,0.03,6,123,MWSC                     ,King 7                   
191,Alicante_1       ,59.783,0.055,57.244,0.022,146.248,3.13,0.312,0.022,1,0.166,0.197,-0.082,0.25,6.35,      ,       ,      ,     ,  ,25,MWSC                     ,Cl Alicante 1            
192,FSR_0689         ,60.807,0.032,41.307,0.031,157.257,-8.442,0.25,0.019,1,0.959,0.555,-0.694,0.326,9.2,      ,-24.58,      ,0.26,1,29,MWSC                     ,[FSR2007] 0689           
193,NGC_1496         ,61.107,0.061,52.665,0.039,149.832,0.179,0.616,0.029,1,1.473,0.014,-0.784,0.014,8.85,      ,-27.23,      ,0.06,1,58,Cantat-Gaudin et al. 2018,NGC 1496                 
194,FSR_0667         ,61.765,0.106,51.137,0.057,151.155,-0.688,0.864,0.035,1,0.841,0.031,-3.87,0.044,8.08,      ,1.1,0.7,0.12,2,37,Cantat-Gaudin et al. 2018,[FSR2007] 0667           
195,NGC_1502         ,61.962,0.157,62.336,0.093,143.671,7.662,0.949,0.034,1,-0.636,0.023,-0.898,0.022,7.08,      ,       ,      ,     ,  ,76,MWSC                     ,NGC 1502                 
196,NGC_1513         ,62.434,0.081,49.509,0.064,152.568,-1.603,0.674,0.03,1,1.306,0.02,-3.686,0.017,8.5,      ,-15.18,      ,0.04,1,121,MWSC                     ,NGC 1513                 
197,FSR_0674         ,63.126,0.049,48.715,0.036,153.441,-1.875,0.33,0.026,1,-0.884,0.131,-0.848,0.056,8.56,      ,       ,      ,     ,  ,37,MWSC                     ,[FSR2007] 0674           
198,NGC_1528         ,63.865,0.253,51.146,0.151,152.113,0.217,0.963,0.037,1,2.122,0.021,-2.296,0.015,8.55,      ,-9.74,      ,0.02,1,90,MWSC                     ,NGC 1528                 
199,FSR_0765         ,64.521,0.065,26.205,0.092,170.347,-17.096,0.49,0.028,1,0.886,0.222,-2.226,0.312,9.315,0.036,-40.55,      ,0.07,1,58,MWSC                     ,[FSR2007] 0765           
200,Waterloo_1       ,64.666,0.079,52.844,0.049,151.286,1.779,0.315,0.024,1,0.318,0.091,-0.811,0.089,8.6,0.078,       ,      ,     ,  ,46,MWSC                     ,Waterloo 1               
201,IC_361           ,64.741,0.119,58.251,0.063,147.515,5.663,0.262,0.022,1,1.677,0.011,-1.178,0.012,8.982,0.022,-25.53,1.24,0.1,2,159,MWSC                     ,IC 361                   
202,Berkeley_11      ,65.129,0.062,44.927,0.039,157.063,-3.646,0.379,0.029,1,1,0.068,-1.9,0.049,8.7,      ,       ,      ,     ,  ,47,MWSC                     ,Berkeley 11              
203,NGC_1545         ,65.284,0.096,50.229,0.05,153.397,0.188,0.368,0.021,1,0.3,0.318,-0.963,0.233,8.81,0.017,       ,      ,     ,  ,33,MWSC                     ,NGC 1545                 
204,NGC_1548         ,65.355,0.077,36.933,0.056,162.896,-9.156,0.239,0.017,1,1.051,0.14,-1.408,0.312,9.02,0.035,-23.22,1.85,0.3,2,38,MWSC                     ,NGC 1548                 
205,FSR_0762         ,65.463,0.077,27.27,0.054,170.13,-15.755,0.551,0.047,1,-0.152,0.35,-1.086,0.349,8.3,      ,       ,      ,     ,  ,11,MWSC                     ,[FSR2007] 0762           
206,FSR_0756         ,66.056,0.066,29.708,0.048,168.646,-13.716,0.52,0.033,1,0.412,0.193,-1.6,0.224,8.795,0.029,       ,      ,     ,  ,37,MWSC                     ,[FSR2007] 0756           
207,Czernik_18       ,66.963,0.031,30.926,0.036,168.27,-12.315,0.752,0.041,1,1.749,0.052,-3.084,0.034,8.68,      ,       ,      ,     ,  ,35,MWSC                     ,Czernik 18               
208,NGC_1582         ,67.963,0.211,43.743,0.176,159.328,-3.013,1.004,0.033,1,2.183,0.015,-1.408,0.018,8.665,0.069,       ,      ,     ,  ,50,MWSC                     ,NGC 1582                 
209,NGC_1605         ,68.739,0.057,45.271,0.039,158.582,-1.569,0.326,0.027,1,0.894,0.034,-2.023,0.03,7.61,      ,       ,      ,     ,  ,74,MWSC                     ,NGC 1605                 
210,Platais_3        ,69.678,2.628,71.308,1.904,139.135,16.04,5.646,0.043,1,3.606,0.146,-20.849,0.078,8.8,      ,7.86,0.11,0.09,27,90,Cantat-Gaudin et al. 2018,Platais 3                
211,IRAS_04324+5106  ,69.031,0.111,51.175,0.036,154.353,2.557,0.631,0.046,1,0.663,0.28,-1.128,0.319,8.38,0.141,-21.02,10.3,1.74,2,35,MWSC                     ,IRAS 04324+5106          
212,Berkeley_67      ,69.461,0.09,50.761,0.039,154.842,2.48,0.467,0.03,1,2.271,0.018,-1.423,0.016,9.242,0.029,-0.7,0.03,0.09,2,70,MWSC                     ,Berkeley 67              
213,FSR_0768         ,69.904,0.083,29.765,0.056,170.875,-11.18,0.404,0.028,1,0.866,0.224,-2.329,0.325,8.85,      ,       ,      ,     ,  ,25,MWSC                     ,[FSR2007] 0768           
214,Berkeley_68      ,71.084,0.07,42.124,0.07,162.062,-2.393,0.298,0.02,1,2.188,0.056,-1.353,0.048,9.11,      ,-18.61,0.41,0.13,2,53,MWSC                     ,Berkeley 68              
215,Berkeley_12      ,71.093,0.088,42.683,0.053,161.642,-2.023,0.228,0.018,1,0.754,0.038,-1.77,0.03,9.6,      ,       ,      ,     ,  ,101,MWSC                     ,Berkeley 12              
216,NGC_1647         ,71.479,0.297,19.107,0.273,180.343,-16.776,1.695,0.043,1,-1.1,0.016,-1.508,0.014,8.3,0.057,-2.52,0.15,0.34,4,249,MWSC                     ,NGC 1647                 
217,Alessi_2         ,71.501,0.257,55.236,0.164,152.266,6.345,0.308,0.024,1,0.593,0.106,-0.5,0.091,8.698,0.033,       ,      ,     ,  ,92,MWSC                     ,Cl Alessi 2              
218,FSR_0767         ,71.915,0.093,31.527,0.083,170.632,-8.723,0.446,0.038,1,1.419,0.151,-1.488,0.177,9.35,      ,       ,      ,     ,  ,31,MWSC                     ,[FSR2007] 0767           
219,NGC_1662         ,72.136,0.155,10.852,0.172,187.784,-21.143,2.439,0.056,1,-1.185,0.041,-1.973,0.04,8.695,0.036,-11.78,0.3,0.04,9,67,MWSC                     ,NGC 1662                 
220,NGC_1663         ,72.347,0.138,13.195,0.127,185.868,-19.625,0.533,0.036,1,1.13,0.158,-1.252,0.262,9.4,      ,-10.52,      ,0.1,1,32,MWSC                     ,NGC 1663                 
221,ASCC_12          ,72.448,0.162,41.696,0.102,163.045,-1.895,0.357,0.015,1,0.795,0.176,-1.367,0.224,8.63,0.017,       ,      ,     ,  ,56,MWSC                     ,[KPR2005] 12             
222,FSR_0742         ,72.671,0.037,38.134,0.04,165.899,-4.039,0.666,0.04,1,0.907,0.225,-2.209,0.455,8.95,      ,-22.83,3.92,0.85,3,21,MWSC                     ,[FSR2007] 0742           
223,NGC_1664         ,72.75,0.143,43.679,0.103,161.662,-0.458,0.74,0.031,1,1.565,0.042,-5.755,0.068,8.75,0.023,7.83,0.18,0.03,2,135,MWSC                     ,NGC 1664                 
224,FSR_0735         ,73.484,0.064,40.875,0.043,164.175,-1.817,0.32,0.022,1,0.452,0.026,-2.157,0.022,8.795,0.048,       ,      ,     ,  ,66,Cantat-Gaudin et al. 2018,[FSR2007] 0735           
225,Teutsch_5        ,73.947,0.057,36.778,0.046,167.595,-4.108,0.482,0.037,1,0.073,0.034,-1.565,0.034,9.38,      ,-72.01,      ,0.06,1,49,MWSC                     ,Teutsch 5                
1293,NGC_4103         ,181.661,0.159,-61.251,0.079,297.571,1.153,0.495,0.024,1,-6.208,0.016,0.179,0.017,7.755,      ,       ,      ,     ,  ,95,MWSC                     ,NGC 4103                 
226,Berkeley_13      ,73.964,0.063,52.813,0.034,155.074,5.931,0.286,0.024,1,-0.089,0.045,0.42,0.05,8.87,0.042,-28.15,      ,0.24,1,36,MWSC                     ,Berkeley 13              
227,Czernik_19       ,74.258,0.065,28.774,0.054,174.087,-8.856,0.395,0.027,1,0.936,0.021,-2.139,0.015,7.835,      ,       ,      ,     ,  ,68,MWSC                     ,Czernik 19               
228,Skiff_J0458+43.0 ,74.532,0.085,42.989,0.062,163.014,0.115,0.362,0.026,1,0.436,0.055,-1.449,0.054,8.7,      ,21.9,      ,0.47,1,64,MWSC                     ,Skiff J0458+43.0         
229,FSR_0744         ,74.895,0.097,37.942,0.067,167.149,-2.794,0.795,0.037,1,0.878,0.205,-2.471,0.215,8.85,      ,6.08,      ,0.07,1,65,MWSC                     ,[FSR2007] 0744           
230,Berkeley_14      ,74.938,0.052,43.48,0.038,162.812,0.651,0.209,0.017,1,1.381,0.02,0.386,0.021,9.3,      ,23.33,      ,0.1,1,47,MWSC                     ,Berkeley 14              
231,FSR_0722         ,75.444,0.043,44.123,0.043,162.53,1.335,0.323,0.026,1,0.245,0.148,-1.341,0.235,8.8,      ,-15.54,      ,0.27,1,44,MWSC                     ,[FSR2007] 0722           
232,Berkeley_15      ,75.516,0.053,44.508,0.049,162.257,1.611,0.391,0.031,1,0.586,0.045,-1.002,0.048,9.4,      ,       ,      ,     ,  ,84,MWSC                     ,Berkeley 15              
233,FSR_0690         ,75.716,0.093,50.092,0.069,157.905,5.122,0.377,0.027,1,0.593,0.116,-1.171,0.17,9,      ,-19.62,1.22,0.31,2,73,MWSC                     ,[FSR2007] 0690           
234,NGC_1708         ,75.867,0.168,52.879,0.108,155.729,6.881,0.176,0.139,0,0.331,0.107,-0.639,0.112,8.755,0.034,       ,      ,     ,  ,35,MWSC                     ,NGC 1708                 
235,FSR_0771         ,75.922,0.058,32.167,0.055,172.251,-5.655,0.632,0.036,1,1.488,0.065,-4.193,0.061,8.515,0.036,-3.91,      ,0.12,1,22,MWSC                     ,[FSR2007] 0771           
236,NGC_1746         ,75.999,0.257,23.708,0.214,179.148,-10.651,1.38,0.041,1,-0.992,0.016,-2.409,0.013,8.64,0.025,       ,      ,     ,  ,155,MWSC                     ,NGC 1746                 
